ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato
3762,Paula Patricia Diaz Morales,Comercial / Ventas,Key Account Manager,2893,1018,580,404,4491,4895,2025,,Oficina Regional,Part-Time
3763,Lucia Gabriela Diaz Martinez,Operaciones (Supply),Operador de Envasado,3562,682,195,1256,4439,5695,2025,,Oficinas Administrativas,Part-Time
3764,Monica Camila Flores Delgado,Comercial / Ventas,Preventista (BEES),4742,425,377,1191,5544,6735,2025,,Oficinas Administrativas,Full-Time
3765,Ricardo Hugo Delgado Perez,Marketing,Brand Manager,1975,223,135,327,2333,2660,2025,,Planta Industrial (Matriz),Part-Time
3766,Gabriela Camila Flores Rodriguez,Operaciones (Supply),Operador de Envasado,3746,277,450,556,4473,5029,2025,,Centros de Distribucion,Full-Time
3767,Monica Patricia Rojas Rojas,Tecnologia (Tech),Analista de Datos,1139,358,749,,2246,2246,2025,,Planta Industrial,Part-Time
3768,Sergio Miguel Sanchez Ramirez,Tecnologia (Tech),Analista de Datos,3160,780,247,,4187,4187,2025,,Planta Industrial,Full-Time
3769,Jorge Jose Suarez Flores,Logistica,Gestor de Flota,1031,515,394,1052,1940,2992,2025,,Planta Industrial (Matriz),Part-Time
3770,Carlos Fernando Diaz Torres,Comercial / Ventas,Key Account Manager,1195,530,852,893,2577,3470,2025,,Oficina Regional,Part-Time
3771,Monica Gabriela Sanchez Flores,Tecnologia (Tech),Analista de Datos,2431,1308,56,240,3795,4035,2025,,Centros de Distribucion,Part-Time
3772,Andres Fernando Diaz Gonzalez,Comercial / Ventas,Preventista (BEES),4825,949,486,338,6260,6598,2025,,Planta Industrial (Matriz),Full-Time
3773,Jorge Julio Delgado Herrera,Marketing,Brand Manager,1684,1214,747,242,3645,3887,2025,,Planta Industrial,Full-Time
3774,Juan Andres Gonzalez Rodriguez,Finanzas,Controller Financiero,4831,1107,850,478,6788,7266,2025,,Oficina Regional,Full-Time
3775,Elena Lucia Martinez Diaz,Comercial / Ventas,Preventista (BEES),1137,1388,634,255,3159,3414,2025,,Centros de Distribucion,Full-Time
3776,Veronica Veronica Rojas Sanchez,Operaciones (Supply),Analista de Calidad,2962,1400,532,1328,4894,6222,2025,,Oficina Regional,
3777,Mario Hugo Lopez Herrera,People (RRHH),Reclutador (Trainee),1310,792,563,1145,2665,3810,2025,,Oficina Regional,Full-Time
3778,Paula Elena Ramirez Rojas,Operaciones (Supply),Maestro Cervecero,957,524,626,269,2107,2376,2025,,Centros de Distribucion,Part-Time
3779,Andres Juan Mendoza Martinez,Operaciones (Supply),Maestro Cervecero,3550,245,98,,3893,3893,2025,,Planta Industrial (Matriz),
3780,Victor Miguel Ramirez Torres,Finanzas,Controller Financiero,3315,358,925,629,4598,5227,2025,,Oficinas Administrativas,Part-Time
3781,Claudia Natalia Martinez Herrera,Finanzas,Controller Financiero,3700,1044,400,672,5144,5816,2025,,Planta Industrial,
3782,Ricardo Hugo Perez Sanchez,Comercial / Ventas,Key Account Manager,1776,1363,468,1456,3607,5063,2025,,Planta Industrial,Full-Time
3783,Rosa Camila Sanchez Rojas,Comercial / Ventas,Preventista (BEES),2322,617,917,1051,3856,4907,2025,,Oficina Regional,Full-Time
3784,Luis Pedro Ortega Herrera,Logistica,Gestor de Flota,2459,337,712,,3508,3508,2025,,Oficina Regional,Part-Time
3785,Jose Juan Vargas Castro,Tecnologia (Tech),Analista de Datos,2168,1137,236,1208,3541,4749,2025,,Oficina Regional,Full-Time
3786,Carmen Ana Flores Diaz,Finanzas,Controller Financiero,4570,544,520,288,5634,5922,2025,,Planta Industrial (Matriz),Part-Time
3787,Daniela Claudia Rojas Ramirez,Comercial / Ventas,Key Account Manager,1618,572,693,1255,2883,4138,2025,,Centros de Distribucion,Part-Time
3788,Fernando Luis Martinez Gonzalez,Operaciones (Supply),Maestro Cervecero,4336,1380,798,269,6514,6783,2025,,Centros de Distribucion,Full-Time
3789,Rafael Jose Vargas Sanchez,Marketing,Trade Marketing,3293,440,967,492,4700,5192,2025,,Oficinas Administrativas,Part-Time
3790,Victor Ricardo Rojas Rojas,Logistica,Planificador de Demanda,1517,370,423,1369,2310,3679,2025,,Oficina Regional,
3791,Camila Paula Ramirez Rodriguez,Operaciones (Supply),Analista de Calidad,3733,1175,609,,5517,5517,2025,,Centros de Distribucion,Full-Time
3792,Fernando Andres Herrera Torres,Operaciones (Supply),Operador de Envasado,1807,212,122,1369,2141,3510,2025,,Planta Industrial,
3793,Lucia Valentina Castro Herrera,Logistica,Gestor de Flota,1502,356,828,1427,2686,4113,2025,,Centros de Distribucion,Part-Time
3794,Valentina Monica Torres Torres,Marketing,Trade Marketing,3649,1331,185,993,5165,6158,2025,,Centros de Distribucion,
3795,Alberto Fernando Herrera Vargas,Logistica,Planificador de Demanda,3617,274,450,570,4341,4911,2025,,Planta Industrial (Matriz),Full-Time
3796,Rafael Victor Perez Herrera,Marketing,Brand Manager,2488,1431,741,1420,4660,6080,2025,,Oficinas Administrativas,
3797,Claudia Elena Perez Perez,Operaciones (Supply),Maestro Cervecero,890,1152,731,514,2773,3287,2025,,Centros de Distribucion,Full-Time
3798,Elena Silvia Ramirez Castro,Operaciones (Supply),Maestro Cervecero,2191,303,560,,3054,3054,2025,,Oficina Regional,Part-Time
3799,Hugo Hugo Herrera Ortega,Operaciones (Supply),Maestro Cervecero,855,1466,203,851,2524,3375,2025,,Planta Industrial,Part-Time
3800,Victor Juan Diaz Lopez,Finanzas,Controller Financiero,2421,731,29,1330,3181,4511,2025,,Centros de Distribucion,Full-Time
3801,Rosa Paula Castro Diaz,Logistica,Gestor de Flota,2164,1318,914,647,4396,5043,2025,,Oficina Regional,Part-Time
3802,Daniela Claudia Diaz Diaz,Operaciones (Supply),Operador de Envasado,2565,1236,553,662,4354,5016,2025,,Planta Industrial (Matriz),Full-Time
3803,Jose Alberto Sanchez Perez,Logistica,Planificador de Demanda,2271,1268,628,1190,4167,5357,2025,,Oficinas Administrativas,Full-Time
3804,Maria Veronica Lopez Flores,Operaciones (Supply),Maestro Cervecero,2895,1010,991,716,4896,5612,2025,,Oficina Regional,
3805,Ricardo Miguel Lopez Castro,People (RRHH),Business Partner,2285,1391,997,535,4673,5208,2025,,Centros de Distribucion,Full-Time
3806,Andres Miguel Ortega Diaz,Marketing,Trade Marketing,3756,,344,1398,4100,5498,2025,,Oficina Regional,Full-Time
3807,Raul Jose Rodriguez Torres,People (RRHH),Reclutador (Trainee),2020,1439,993,405,4452,4857,2025,,Planta Industrial,
3808,Monica Valentina Delgado Torres,Tecnologia (Tech),Analista de Datos,4732,327,325,563,5384,5947,2025,,Centros de Distribucion,Full-Time
3809,Eduardo Pedro Rojas Martinez,Comercial / Ventas,Key Account Manager,1500,605,309,957,2414,3371,2025,,Oficinas Administrativas,Full-Time
3810,Jose Eduardo Rojas Perez,Operaciones (Supply),Operador de Envasado,3274,245,267,958,3786,4744,2025,,Oficina Regional,Part-Time
3811,Rosa Claudia Torres Gonzalez,People (RRHH),Reclutador (Trainee),1224,1312,915,1473,3451,4924,2025,,Planta Industrial (Matriz),Full-Time
3812,Paula Carmen Vargas Mendoza,Operaciones (Supply),Maestro Cervecero,893,910,509,1220,2312,3532,2025,,Planta Industrial (Matriz),Full-Time
3813,Julio Andres Delgado Lopez,Operaciones (Supply),Analista de Calidad,4103,630,927,818,5660,6478,2025,,Planta Industrial (Matriz),Part-Time
3814,Raul Fernando Garcia Torres,Comercial / Ventas,Preventista (BEES),1182,759,415,530,2356,2886,2025,,Centros de Distribucion,Part-Time
3815,Monica Elena Perez Vargas,Operaciones (Supply),Maestro Cervecero,4033,255,860,525,5148,5673,2025,,Planta Industrial,Part-Time
3816,Camila Paula Castro Garcia,Operaciones (Supply),Analista de Calidad,978,140,955,527,2073,2600,2025,,Planta Industrial,Full-Time
3817,Juan Alberto Castro Flores,Logistica,Gestor de Flota,2868,685,420,1192,3973,5165,2025,,Planta Industrial,Part-Time
3818,Patricia Daniela Diaz Rodriguez,Marketing,Trade Marketing,1765,479,131,272,2375,2647,2025,,Planta Industrial (Matriz),Part-Time
3819,Ricardo Andres Delgado Martinez,Logistica,Planificador de Demanda,2173,415,903,1322,3491,4813,2025,,Oficinas Administrativas,Part-Time
3820,Veronica Paula Morales Lopez,Tecnologia (Tech),Analista de Datos,2196,1238,322,1458,3756,5214,2025,,Centros de Distribucion,
3821,Natalia Andrea Gonzalez Martinez,Operaciones (Supply),Analista de Calidad,1857,168,516,1448,2541,3989,2025,,Centros de Distribucion,Full-Time
3822,Ana Natalia Torres Mendoza,Operaciones (Supply),Maestro Cervecero,3541,,803,1418,4344,5762,2025,,Centros de Distribucion,Full-Time
3823,Jorge Juan Torres Lopez,Comercial / Ventas,Key Account Manager,1752,201,788,1130,2741,3871,2025,,Planta Industrial,Part-Time
3824,Natalia Lucia Rodriguez Ortega,Marketing,Trade Marketing,2278,168,363,246,2809,3055,2025,,Planta Industrial,Part-Time
3825,Raul Rafael Torres Vargas,Finanzas,Controller Financiero,4303,461,683,376,5447,5823,2025,,Centros de Distribucion,
3826,Ana Ana Delgado Castro,Logistica,Planificador de Demanda,827,579,494,479,1900,2379,2025,,Planta Industrial,Part-Time
3827,Julio Mario Mendoza Herrera,Logistica,Planificador de Demanda,1864,415,301,569,2580,3149,2025,,Centros de Distribucion,Part-Time
3828,Jorge Julio Lopez Flores,Sostenibilidad,Coordinador de Agro,1810,1334,285,,3429,3429,2025,,Planta Industrial,
3829,Fernando Andres Rodriguez Perez,People (RRHH),Reclutador (Trainee),2997,859,511,575,4367,4942,2025,,Planta Industrial (Matriz),Part-Time
3830,Victor Rafael Rodriguez Ortega,Comercial / Ventas,Key Account Manager,4396,856,606,873,5858,6731,2025,,Oficina Regional,
3831,Monica Elena Morales Torres,Operaciones (Supply),Operador de Envasado,3459,1111,343,578,4913,5491,2025,,Centros de Distribucion,Part-Time
3832,Fernando Eduardo Rodriguez Morales,Comercial / Ventas,Preventista (BEES),4627,1137,490,1438,6254,7692,2025,,Centros de Distribucion,Full-Time
3833,Lucia Ana Rojas Morales,Operaciones (Supply),Analista de Calidad,2891,1119,613,1002,4623,5625,2025,,Centros de Distribucion,Full-Time
3834,Julio Rafael Rodriguez Garcia,Marketing,Trade Marketing,4062,383,239,1235,4684,5919,2025,,Centros de Distribucion,Full-Time
3835,Sergio Pedro Herrera Mendoza,Logistica,Gestor de Flota,1068,383,188,550,1639,2189,2025,,Oficinas Administrativas,Part-Time
3836,Paula Veronica Gonzalez Rojas,Tecnologia (Tech),Analista de Datos,877,1499,187,1124,2563,3687,2025,,Planta Industrial (Matriz),
3837,Sergio Eduardo Castro Ortega,Marketing,Brand Manager,1182,967,928,,3077,3077,2025,,Planta Industrial,Full-Time
3838,Carlos Eduardo Morales Lopez,Comercial / Ventas,Preventista (BEES),2587,1440,743,1207,4770,5977,2025,,Oficina Regional,Full-Time
3839,Pedro Mario Torres Ortega,Comercial / Ventas,Key Account Manager,1947,771,69,970,2787,3757,2025,,Planta Industrial,Part-Time
3840,Raul Hugo Ortega Flores,Sostenibilidad,Coordinador de Agro,4786,1328,160,210,6274,6484,2025,,Oficinas Administrativas,Full-Time
3841,Diego Andres Rodriguez Martinez,Operaciones (Supply),Analista de Calidad,2578,643,638,1259,3859,5118,2025,,Oficina Regional,Part-Time
3842,Monica Ana Suarez Lopez,Operaciones (Supply),Operador de Envasado,3196,1159,302,1128,4657,5785,2025,,Planta Industrial (Matriz),Part-Time
3843,Jorge Jorge Torres Torres,Comercial / Ventas,Key Account Manager,994,156,239,774,1389,2163,2025,,Oficina Regional,Full-Time
3844,Hugo Miguel Ortega Delgado,Logistica,Planificador de Demanda,3445,812,406,682,4663,5345,2025,,Planta Industrial,Full-Time
3845,Sergio Luis Gonzalez Herrera,Sostenibilidad,Coordinador de Agro,2425,570,241,698,3236,3934,2025,,Oficina Regional,Part-Time
3846,Monica Camila Sanchez Delgado,People (RRHH),Reclutador (Trainee),3738,951,538,928,5227,6155,2025,,Planta Industrial,Full-Time
3847,Paula Monica Herrera Delgado,Marketing,Trade Marketing,3026,1496,436,666,4958,5624,2025,,Centros de Distribucion,Full-Time
3848,Carlos Fernando Morales Lopez,Tecnologia (Tech),Analista de Datos,2622,374,267,933,3263,4196,2025,,Centros de Distribucion,Part-Time
3849,Carmen Veronica Perez Mendoza,Operaciones (Supply),Maestro Cervecero,3424,,76,1427,3500,4927,2025,,Planta Industrial,Full-Time
3850,Camila Natalia Martinez Diaz,Logistica,Gestor de Flota,2496,1413,922,1236,4831,6067,2025,,Centros de Distribucion,Full-Time
3851,Victor Miguel Flores Suarez,Operaciones (Supply),Analista de Calidad,2205,1487,151,1040,3843,4883,2025,,Centros de Distribucion,Part-Time
3852,Victor Rafael Martinez Morales,Logistica,Planificador de Demanda,2782,317,948,1096,4047,5143,2025,,Planta Industrial (Matriz),Part-Time
3853,Andrea Carmen Martinez Ramirez,Operaciones (Supply),Analista de Calidad,2356,165,928,1060,3449,4509,2025,,Planta Industrial,Part-Time
3854,Ana Lucia Gonzalez Gonzalez,Operaciones (Supply),Operador de Envasado,4788,455,34,948,5277,6225,2025,,Oficinas Administrativas,Full-Time
3855,Mario Miguel Rodriguez Flores,Finanzas,Controller Financiero,3597,233,297,1132,4127,5259,2025,,Centros de Distribucion,Full-Time
3856,Veronica Natalia Diaz Rojas,Operaciones (Supply),Operador de Envasado,3745,234,93,662,4072,4734,2025,,Oficina Regional,Full-Time
3857,Rafael Mario Sanchez Herrera,Logistica,Planificador de Demanda,1118,1262,808,1314,3188,4502,2025,,Centros de Distribucion,Part-Time
3858,Veronica Sofia Diaz Garcia,Operaciones (Supply),Analista de Calidad,3509,,897,1448,4406,5854,2025,,Planta Industrial (Matriz),Full-Time
3859,Maria Paula Castro Martinez,Marketing,Trade Marketing,1798,339,152,1403,2289,3692,2025,,Oficinas Administrativas,Part-Time
3860,Claudia Maria Sanchez Morales,Operaciones (Supply),Operador de Envasado,2693,1099,853,1389,4645,6034,2025,,Oficina Regional,Part-Time
3861,Patricia Monica Ramirez Diaz,Logistica,Planificador de Demanda,2441,1399,93,1098,3933,5031,2025,,Planta Industrial (Matriz),Full-Time
3862,Eduardo Mario Lopez Herrera,Tecnologia (Tech),Analista de Datos,1490,1093,836,,3419,3419,2025,,Planta Industrial,Part-Time
3863,Camila Maria Vargas Lopez,Marketing,Trade Marketing,3601,984,62,653,4647,5300,2025,,Oficinas Administrativas,Full-Time
3864,Ana Laura Flores Mendoza,Marketing,Trade Marketing,1199,1104,478,597,2781,3378,2025,,Planta Industrial (Matriz),Full-Time
3865,Natalia Rosa Ramirez Rojas,Sostenibilidad,Coordinador de Agro,1391,1035,258,1373,2684,4057,2025,,Planta Industrial,Full-Time
3866,Diego Rafael Herrera Flores,Comercial / Ventas,Key Account Manager,1174,640,905,1296,2719,4015,2025,,Oficinas Administrativas,Full-Time
3867,Juan Jorge Rojas Ramirez,Sostenibilidad,Coordinador de Agro,1447,639,118,898,2204,3102,2025,,Planta Industrial,Full-Time
3868,Sofia Monica Diaz Gonzalez,Comercial / Ventas,Key Account Manager,3489,682,699,427,4870,5297,2025,,Oficina Regional,Full-Time
3869,Silvia Carmen Vargas Flores,Marketing,Trade Marketing,4069,1034,473,915,5576,6491,2025,,Planta Industrial (Matriz),
3870,Monica Natalia Castro Morales,Logistica,Gestor de Flota,1110,371,929,358,2410,2768,2025,,Oficina Regional,Full-Time
3871,Silvia Veronica Rodriguez Ortega,Comercial / Ventas,Preventista (BEES),2074,1374,139,929,3587,4516,2025,,Oficinas Administrativas,Part-Time
3872,Laura Gabriela Garcia Vargas,Sostenibilidad,Coordinador de Agro,4009,218,906,571,5133,5704,2025,,Oficina Regional,
3873,Monica Carmen Rojas Ortega,Finanzas,Controller Financiero,2501,730,683,543,3914,4457,2025,,Oficinas Administrativas,Part-Time
3874,Daniela Silvia Herrera Suarez,Finanzas,Controller Financiero,1570,1437,227,1142,3234,4376,2025,,Planta Industrial,Part-Time
3875,Camila Patricia Rojas Sanchez,Logistica,Planificador de Demanda,1460,1138,264,994,2862,3856,2025,,Centros de Distribucion,Full-Time
3876,Andres Julio Morales Torres,Operaciones (Supply),Maestro Cervecero,2233,400,877,627,3510,4137,2025,,Centros de Distribucion,Part-Time
3877,Hugo Diego Mendoza Delgado,Logistica,Gestor de Flota,4504,1139,192,646,5835,6481,2025,,Oficina Regional,
3878,Lucia Elena Lopez Sanchez,Marketing,Brand Manager,3010,1072,182,1431,4264,5695,2025,,Planta Industrial (Matriz),Full-Time
3879,Jorge Juan Perez Ortega,Sostenibilidad,Coordinador de Agro,3356,1339,41,1218,4736,5954,2025,,Oficina Regional,Full-Time
3880,Andrea Monica Ortega Ortega,Sostenibilidad,Coordinador de Agro,3413,991,354,1281,4758,6039,2025,,Centros de Distribucion,Part-Time
3881,Julio Miguel Herrera Rojas,Comercial / Ventas,Preventista (BEES),2795,,734,1444,3529,4973,2025,,Planta Industrial (Matriz),Full-Time
3882,Andres Mario Ortega Torres,Tecnologia (Tech),Analista de Datos,3720,1252,761,244,5733,5977,2025,,Centros de Distribucion,Full-Time
3883,Juan Hugo Rodriguez Mendoza,Marketing,Brand Manager,1885,957,887,914,3729,4643,2025,,Oficinas Administrativas,Part-Time
3884,Pedro Pedro Vargas Mendoza,Tecnologia (Tech),Analista de Datos,1385,813,993,964,3191,4155,2025,,Centros de Distribucion,Full-Time
3885,Veronica Andrea Morales Sanchez,Finanzas,Controller Financiero,3479,1067,798,1101,5344,6445,2025,,Centros de Distribucion,Full-Time
3886,Rafael Alberto Delgado Rodriguez,Operaciones (Supply),Analista de Calidad,3118,231,876,1327,4225,5552,2025,,Oficina Regional,Part-Time
3887,Elena Rosa Torres Vargas,Operaciones (Supply),Analista de Calidad,2915,226,653,647,3794,4441,2025,,Planta Industrial,Part-Time
3888,Diego Andres Suarez Ortega,Marketing,Brand Manager,1325,1275,166,469,2766,3235,2025,,Oficina Regional,Full-Time
3889,Ana Elena Rojas Martinez,People (RRHH),Business Partner,1385,590,9,661,1984,2645,2025,,Centros de Distribucion,Part-Time
3890,Gabriela Sofia Lopez Morales,Comercial / Ventas,Key Account Manager,1765,607,403,1379,2775,4154,2025,,Oficina Regional,Full-Time
3891,Rafael Mario Ramirez Herrera,Operaciones (Supply),Operador de Envasado,2351,914,323,1071,3588,4659,2025,,Centros de Distribucion,Full-Time
3892,Silvia Patricia Ramirez Rojas,Tecnologia (Tech),Analista de Datos,1518,912,668,320,3098,3418,2025,,Planta Industrial,
3893,Andres Pedro Sanchez Lopez,Sostenibilidad,Coordinador de Agro,965,295,638,647,1898,2545,2025,,Centros de Distribucion,
3894,Veronica Sofia Suarez Herrera,Finanzas,Controller Financiero,3675,274,235,1094,4184,5278,2025,,Planta Industrial,Full-Time
3895,Ricardo Eduardo Garcia Martinez,Marketing,Brand Manager,3153,1477,970,1192,5600,6792,2025,,Centros de Distribucion,Full-Time
3896,Camila Rosa Flores Rojas,Marketing,Brand Manager,1565,1110,201,1462,2876,4338,2025,,Oficinas Administrativas,Part-Time
3897,Diego Carlos Rodriguez Morales,People (RRHH),Reclutador (Trainee),4217,493,297,1106,5007,6113,2025,,Oficinas Administrativas,Part-Time
3898,Claudia Laura Sanchez Rodriguez,Finanzas,Controller Financiero,1403,1214,489,987,3106,4093,2025,,Planta Industrial,
3899,Veronica Claudia Delgado Ortega,Operaciones (Supply),Maestro Cervecero,4154,206,375,672,4735,5407,2025,,Planta Industrial (Matriz),Part-Time
3900,Eduardo Alberto Rodriguez Ortega,Comercial / Ventas,Preventista (BEES),2439,1203,562,1035,4204,5239,2025,,Centros de Distribucion,Full-Time
3901,Ricardo Jose Torres Flores,Operaciones (Supply),Maestro Cervecero,1091,809,191,1463,2091,3554,2025,,Planta Industrial (Matriz),Part-Time
3902,Diego Luis Ortega Ortega,Operaciones (Supply),Maestro Cervecero,3653,1321,697,1366,5671,7037,2025,,Oficinas Administrativas,Full-Time
3903,Natalia Laura Castro Suarez,Comercial / Ventas,Preventista (BEES),2646,273,607,978,3526,4504,2025,,Oficinas Administrativas,Part-Time
3904,Paula Gabriela Mendoza Delgado,Finanzas,Controller Financiero,3889,1287,94,393,5270,5663,2025,,Planta Industrial (Matriz),Part-Time
3905,Camila Patricia Torres Ramirez,Comercial / Ventas,Key Account Manager,2262,1229,163,1415,3654,5069,2025,,Centros de Distribucion,Full-Time
3906,Valentina Silvia Rodriguez Gonzalez,People (RRHH),Reclutador (Trainee),3883,568,64,524,4515,5039,2025,,Oficinas Administrativas,
3907,Fernando Ricardo Castro Ramirez,Marketing,Trade Marketing,2631,987,380,964,3998,4962,2025,,Oficina Regional,Full-Time
